id_cliente,campaña,tipo_campaña,mes,año,respuesta_real,respuesta_predicha,probabilidad_compra,respuesta_real_texto,respuesta_predicha_texto,resultado_clasificacion
9527,Campaña Escolar,Escolar,Febrero,2025,0,0,0.310677,No compró,No comprará,Verdadero negativo
9527,Campaña Escolar,Escolar,Marzo,2025,0,0,0.404968,No compró,No comprará,Verdadero negativo
9527,Cyber Wow Abril,Digital,Abril,2025,0,0,0.159095,No compró,No comprará,Verdadero negativo
9527,Cyber Wow Julio,Digital,Julio,2025,0,0,0.189689,No compró,No comprará,Verdadero negativo
9527,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.15635,No compró,No comprará,Verdadero negativo
9527,Día de la Madre,Familiar,Mayo,2025,0,0,0.268774,No compró,No comprará,Verdadero negativo
9527,Día del Padre,Familiar,Junio,2025,0,0,0.266155,No compró,No comprará,Verdadero negativo
9527,Fiestas Patrias,Festiva,Julio,2025,0,0,0.370354,No compró,No comprará,Verdadero negativo
9527,Navidad,Festiva,Diciembre,2025,0,1,0.569036,No compró,Comprará,Falso positivo
9528,Black Friday,Digital,Noviembre,2025,0,0,0.309589,No compró,No comprará,Verdadero negativo
9528,Campaña Escolar,Escolar,Febrero,2025,0,0,0.386896,No compró,No comprará,Verdadero negativo
9528,Campaña Escolar,Escolar,Marzo,2025,0,0,0.375839,No compró,No comprará,Verdadero negativo
9528,Cyber Wow Abril,Digital,Abril,2025,0,0,0.134139,No compró,No comprará,Verdadero negativo
9528,Cyber Wow Julio,Digital,Julio,2025,0,0,0.208868,No compró,No comprará,Verdadero negativo
9528,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.268707,No compró,No comprará,Verdadero negativo
9528,Día de la Madre,Familiar,Mayo,2025,0,0,0.286495,No compró,No comprará,Verdadero negativo
9528,Día del Padre,Familiar,Junio,2025,0,0,0.248194,No compró,No comprará,Verdadero negativo
9528,Fiestas Patrias,Festiva,Julio,2025,1,0,0.457182,Compró,No comprará,Falso negativo
9528,Navidad,Festiva,Diciembre,2025,0,1,0.694167,No compró,Comprará,Falso positivo
9529,Black Friday,Digital,Noviembre,2025,0,0,0.174062,No compró,No comprará,Verdadero negativo
9529,Campaña Escolar,Escolar,Febrero,2025,0,0,0.253857,No compró,No comprará,Verdadero negativo
9529,Campaña Escolar,Escolar,Marzo,2025,0,0,0.259711,No compró,No comprará,Verdadero negativo
9529,Cyber Wow Abril,Digital,Abril,2025,0,0,0.08243,No compró,No comprará,Verdadero negativo
9529,Cyber Wow Julio,Digital,Julio,2025,0,0,0.14964,No compró,No comprará,Verdadero negativo
9529,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.075429,No compró,No comprará,Verdadero negativo
9529,Día de la Madre,Familiar,Mayo,2025,0,0,0.147104,No compró,No comprará,Verdadero negativo
9529,Día del Padre,Familiar,Junio,2025,0,0,0.128344,No compró,No comprará,Verdadero negativo
9529,Fiestas Patrias,Festiva,Julio,2025,0,0,0.304367,No compró,No comprará,Verdadero negativo
9529,Navidad,Festiva,Diciembre,2025,0,1,0.528075,No compró,Comprará,Falso positivo
9530,Black Friday,Digital,Noviembre,2025,0,0,0.371889,No compró,No comprará,Verdadero negativo
9530,Campaña Escolar,Escolar,Febrero,2025,0,0,0.262428,No compró,No comprará,Verdadero negativo
9530,Campaña Escolar,Escolar,Marzo,2025,0,0,0.332458,No compró,No comprará,Verdadero negativo
9530,Cyber Wow Abril,Digital,Abril,2025,0,0,0.135584,No compró,No comprará,Verdadero negativo
9530,Cyber Wow Julio,Digital,Julio,2025,0,0,0.261494,No compró,No comprará,Verdadero negativo
9530,Cyber Wow Noviembre,Digital,Noviembre,2025,1,0,0.232933,Compró,No comprará,Falso negativo
9530,Día de la Madre,Familiar,Mayo,2025,0,0,0.216338,No compró,No comprará,Verdadero negativo
9530,Día del Padre,Familiar,Junio,2025,0,0,0.251688,No compró,No comprará,Verdadero negativo
9530,Fiestas Patrias,Festiva,Julio,2025,1,0,0.449921,Compró,No comprará,Falso negativo
9530,Navidad,Festiva,Diciembre,2025,0,1,0.753043,No compró,Comprará,Falso positivo
9531,Black Friday,Digital,Noviembre,2025,0,0,0.18607,No compró,No comprará,Verdadero negativo
9531,Campaña Escolar,Escolar,Febrero,2025,0,0,0.250672,No compró,No comprará,Verdadero negativo
9531,Campaña Escolar,Escolar,Marzo,2025,0,0,0.305046,No compró,No comprará,Verdadero negativo
9531,Cyber Wow Abril,Digital,Abril,2025,0,0,0.096991,No compró,No comprará,Verdadero negativo
9531,Cyber Wow Julio,Digital,Julio,2025,0,0,0.162005,No compró,No comprará,Verdadero negativo
9531,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.112225,No compró,No comprará,Verdadero negativo
9531,Día de la Madre,Familiar,Mayo,2025,0,0,0.179487,No compró,No comprará,Verdadero negativo
9531,Día del Padre,Familiar,Junio,2025,0,0,0.137485,No compró,No comprará,Verdadero negativo
9531,Fiestas Patrias,Festiva,Julio,2025,0,0,0.299709,No compró,No comprará,Verdadero negativo
9531,Navidad,Festiva,Diciembre,2025,0,1,0.580084,No compró,Comprará,Falso positivo
9532,Black Friday,Digital,Noviembre,2025,0,0,0.164949,No compró,No comprará,Verdadero negativo
9532,Campaña Escolar,Escolar,Febrero,2025,0,0,0.234858,No compró,No comprará,Verdadero negativo
9532,Campaña Escolar,Escolar,Marzo,2025,0,0,0.261188,No compró,No comprará,Verdadero negativo
9532,Cyber Wow Abril,Digital,Abril,2025,0,0,0.128306,No compró,No comprará,Verdadero negativo
9532,Cyber Wow Julio,Digital,Julio,2025,0,0,0.169833,No compró,No comprará,Verdadero negativo
9532,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.115413,No compró,No comprará,Verdadero negativo
9532,Día de la Madre,Familiar,Mayo,2025,0,0,0.170452,No compró,No comprará,Verdadero negativo
9532,Día del Padre,Familiar,Junio,2025,0,0,0.163069,No compró,No comprará,Verdadero negativo
9532,Fiestas Patrias,Festiva,Julio,2025,0,0,0.318391,No compró,No comprará,Verdadero negativo
9532,Navidad,Festiva,Diciembre,2025,0,1,0.517869,No compró,Comprará,Falso positivo
9533,Black Friday,Digital,Noviembre,2025,1,0,0.274848,Compró,No comprará,Falso negativo
9533,Campaña Escolar,Escolar,Febrero,2025,0,0,0.385897,No compró,No comprará,Verdadero negativo
9533,Campaña Escolar,Escolar,Marzo,2025,1,0,0.40174,Compró,No comprará,Falso negativo
9533,Cyber Wow Abril,Digital,Abril,2025,1,0,0.176384,Compró,No comprará,Falso negativo
9533,Cyber Wow Julio,Digital,Julio,2025,0,0,0.268748,No compró,No comprará,Verdadero negativo
9533,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.222665,No compró,No comprará,Verdadero negativo
9533,Día de la Madre,Familiar,Mayo,2025,0,0,0.291212,No compró,No comprará,Verdadero negativo
9533,Día del Padre,Familiar,Junio,2025,0,0,0.273873,No compró,No comprará,Verdadero negativo
9533,Fiestas Patrias,Festiva,Julio,2025,0,0,0.47431,No compró,No comprará,Verdadero negativo
9533,Navidad,Festiva,Diciembre,2025,1,1,0.723514,Compró,Comprará,Verdadero positivo
9534,Black Friday,Digital,Noviembre,2025,1,0,0.378438,Compró,No comprará,Falso negativo
9534,Campaña Escolar,Escolar,Febrero,2025,0,0,0.419899,No compró,No comprará,Verdadero negativo
9534,Campaña Escolar,Escolar,Marzo,2025,0,0,0.452445,No compró,No comprará,Verdadero negativo
9534,Cyber Wow Abril,Digital,Abril,2025,0,0,0.204875,No compró,No comprará,Verdadero negativo
9534,Cyber Wow Julio,Digital,Julio,2025,0,0,0.298702,No compró,No comprará,Verdadero negativo
9534,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.269172,No compró,No comprará,Verdadero negativo
9534,Día de la Madre,Familiar,Mayo,2025,1,0,0.253378,Compró,No comprará,Falso negativo
9534,Día del Padre,Familiar,Junio,2025,0,0,0.222818,No compró,No comprará,Verdadero negativo
9534,Fiestas Patrias,Festiva,Julio,2025,0,0,0.463601,No compró,No comprará,Verdadero negativo
9534,Navidad,Festiva,Diciembre,2025,0,1,0.698163,No compró,Comprará,Falso positivo
9535,Black Friday,Digital,Noviembre,2025,0,0,0.225476,No compró,No comprará,Verdadero negativo
9535,Campaña Escolar,Escolar,Febrero,2025,0,0,0.331061,No compró,No comprará,Verdadero negativo
9535,Campaña Escolar,Escolar,Marzo,2025,0,0,0.411055,No compró,No comprará,Verdadero negativo
9535,Cyber Wow Abril,Digital,Abril,2025,0,0,0.149561,No compró,No comprará,Verdadero negativo
9535,Cyber Wow Julio,Digital,Julio,2025,0,0,0.218483,No compró,No comprará,Verdadero negativo
9535,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.15117,No compró,No comprará,Verdadero negativo
9535,Día de la Madre,Familiar,Mayo,2025,0,0,0.221992,No compró,No comprará,Verdadero negativo
9535,Día del Padre,Familiar,Junio,2025,0,0,0.228913,No compró,No comprará,Verdadero negativo
9535,Fiestas Patrias,Festiva,Julio,2025,0,0,0.323641,No compró,No comprará,Verdadero negativo
9535,Navidad,Festiva,Diciembre,2025,0,1,0.537235,No compró,Comprará,Falso positivo
9536,Black Friday,Digital,Noviembre,2025,0,0,0.09123,No compró,No comprará,Verdadero negativo
9536,Campaña Escolar,Escolar,Febrero,2025,0,0,0.228406,No compró,No comprará,Verdadero negativo
9536,Campaña Escolar,Escolar,Marzo,2025,0,0,0.246707,No compró,No comprará,Verdadero negativo
9536,Cyber Wow Abril,Digital,Abril,2025,0,0,0.107287,No compró,No comprará,Verdadero negativo
9536,Cyber Wow Julio,Digital,Julio,2025,0,0,0.159841,No compró,No comprará,Verdadero negativo
9536,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.119441,No compró,No comprará,Verdadero negativo
9536,Día de la Madre,Familiar,Mayo,2025,0,0,0.142767,No compró,No comprará,Verdadero negativo
9536,Día del Padre,Familiar,Junio,2025,0,0,0.117195,No compró,No comprará,Verdadero negativo
9536,Fiestas Patrias,Festiva,Julio,2025,0,0,0.300559,No compró,No comprará,Verdadero negativo
9536,Navidad,Festiva,Diciembre,2025,0,0,0.449933,No compró,No comprará,Verdadero negativo
9537,Black Friday,Digital,Noviembre,2025,0,0,0.213476,No compró,No comprará,Verdadero negativo
9537,Campaña Escolar,Escolar,Febrero,2025,0,0,0.23414,No compró,No comprará,Verdadero negativo
9537,Campaña Escolar,Escolar,Marzo,2025,1,0,0.278645,Compró,No comprará,Falso negativo
9537,Cyber Wow Abril,Digital,Abril,2025,0,0,0.151083,No compró,No comprará,Verdadero negativo
9537,Cyber Wow Julio,Digital,Julio,2025,0,0,0.186543,No compró,No comprará,Verdadero negativo
9537,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.14636,No compró,No comprará,Verdadero negativo
9537,Día de la Madre,Familiar,Mayo,2025,0,0,0.208922,No compró,No comprará,Verdadero negativo
9537,Día del Padre,Familiar,Junio,2025,0,0,0.226014,No compró,No comprará,Verdadero negativo
9537,Fiestas Patrias,Festiva,Julio,2025,0,0,0.348081,No compró,No comprará,Verdadero negativo
9537,Navidad,Festiva,Diciembre,2025,0,1,0.559746,No compró,Comprará,Falso positivo
9538,Black Friday,Digital,Noviembre,2025,0,0,0.225901,No compró,No comprará,Verdadero negativo
9538,Campaña Escolar,Escolar,Febrero,2025,0,0,0.261897,No compró,No comprará,Verdadero negativo
9538,Campaña Escolar,Escolar,Marzo,2025,0,0,0.332887,No compró,No comprará,Verdadero negativo
9538,Cyber Wow Abril,Digital,Abril,2025,0,0,0.122237,No compró,No comprará,Verdadero negativo
9538,Cyber Wow Julio,Digital,Julio,2025,0,0,0.110655,No compró,No comprará,Verdadero negativo
9538,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.171608,No compró,No comprará,Verdadero negativo
9538,Día de la Madre,Familiar,Mayo,2025,0,0,0.165779,No compró,No comprará,Verdadero negativo
9538,Día del Padre,Familiar,Junio,2025,0,0,0.169887,No compró,No comprará,Verdadero negativo
9538,Fiestas Patrias,Festiva,Julio,2025,1,0,0.300423,Compró,No comprará,Falso negativo
9538,Navidad,Festiva,Diciembre,2025,0,1,0.588502,No compró,Comprará,Falso positivo
9539,Black Friday,Digital,Noviembre,2025,0,0,0.227315,No compró,No comprará,Verdadero negativo
9539,Campaña Escolar,Escolar,Febrero,2025,0,0,0.231349,No compró,No comprará,Verdadero negativo
9539,Campaña Escolar,Escolar,Marzo,2025,0,0,0.248562,No compró,No comprará,Verdadero negativo
9539,Cyber Wow Abril,Digital,Abril,2025,0,0,0.121178,No compró,No comprará,Verdadero negativo
9539,Cyber Wow Julio,Digital,Julio,2025,0,0,0.145863,No compró,No comprará,Verdadero negativo
9539,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.157921,No compró,No comprará,Verdadero negativo
9539,Día de la Madre,Familiar,Mayo,2025,0,0,0.174547,No compró,No comprará,Verdadero negativo
9539,Día del Padre,Familiar,Junio,2025,0,0,0.164826,No compró,No comprará,Verdadero negativo
9539,Fiestas Patrias,Festiva,Julio,2025,0,0,0.327245,No compró,No comprará,Verdadero negativo
9539,Navidad,Festiva,Diciembre,2025,0,1,0.586629,No compró,Comprará,Falso positivo
9540,Black Friday,Digital,Noviembre,2025,0,0,0.117563,No compró,No comprará,Verdadero negativo
9540,Campaña Escolar,Escolar,Febrero,2025,0,0,0.226444,No compró,No comprará,Verdadero negativo
9540,Campaña Escolar,Escolar,Marzo,2025,0,0,0.227378,No compró,No comprará,Verdadero negativo
9540,Cyber Wow Abril,Digital,Abril,2025,0,0,0.120426,No compró,No comprará,Verdadero negativo
9540,Cyber Wow Julio,Digital,Julio,2025,0,0,0.11799,No compró,No comprará,Verdadero negativo
9540,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.082521,No compró,No comprará,Verdadero negativo
9540,Día de la Madre,Familiar,Mayo,2025,0,0,0.161485,No compró,No comprará,Verdadero negativo
9540,Día del Padre,Familiar,Junio,2025,0,0,0.181204,No compró,No comprará,Verdadero negativo
9540,Fiestas Patrias,Festiva,Julio,2025,0,0,0.306408,No compró,No comprará,Verdadero negativo
9540,Navidad,Festiva,Diciembre,2025,0,0,0.389319,No compró,No comprará,Verdadero negativo
9541,Black Friday,Digital,Noviembre,2025,0,0,0.415125,No compró,No comprará,Verdadero negativo
9541,Campaña Escolar,Escolar,Febrero,2025,0,0,0.395966,No compró,No comprará,Verdadero negativo
9541,Campaña Escolar,Escolar,Marzo,2025,1,0,0.478389,Compró,No comprará,Falso negativo
9541,Cyber Wow Abril,Digital,Abril,2025,0,0,0.221578,No compró,No comprará,Verdadero negativo
9541,Cyber Wow Julio,Digital,Julio,2025,0,0,0.25228,No compró,No comprará,Verdadero negativo
9541,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.28959,No compró,No comprará,Verdadero negativo
9541,Día de la Madre,Familiar,Mayo,2025,0,0,0.338834,No compró,No comprará,Verdadero negativo
9541,Día del Padre,Familiar,Junio,2025,0,0,0.299519,No compró,No comprará,Verdadero negativo
9541,Fiestas Patrias,Festiva,Julio,2025,0,0,0.408667,No compró,No comprará,Verdadero negativo
9541,Navidad,Festiva,Diciembre,2025,0,1,0.75434,No compró,Comprará,Falso positivo
9542,Black Friday,Digital,Noviembre,2025,0,0,0.281115,No compró,No comprará,Verdadero negativo
9542,Campaña Escolar,Escolar,Febrero,2025,1,0,0.322262,Compró,No comprará,Falso negativo
9542,Campaña Escolar,Escolar,Marzo,2025,0,0,0.403698,No compró,No comprará,Verdadero negativo
9542,Cyber Wow Abril,Digital,Abril,2025,0,0,0.161,No compró,No comprará,Verdadero negativo
9542,Cyber Wow Julio,Digital,Julio,2025,0,0,0.197998,No compró,No comprará,Verdadero negativo
9542,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.163705,No compró,No comprará,Verdadero negativo
9542,Día de la Madre,Familiar,Mayo,2025,0,0,0.268226,No compró,No comprará,Verdadero negativo
9542,Día del Padre,Familiar,Junio,2025,0,0,0.234149,No compró,No comprará,Verdadero negativo
9542,Fiestas Patrias,Festiva,Julio,2025,0,0,0.419171,No compró,No comprará,Verdadero negativo
9542,Navidad,Festiva,Diciembre,2025,0,1,0.642593,No compró,Comprará,Falso positivo
9543,Black Friday,Digital,Noviembre,2025,0,0,0.322742,No compró,No comprará,Verdadero negativo
9543,Campaña Escolar,Escolar,Febrero,2025,0,0,0.329135,No compró,No comprará,Verdadero negativo
9543,Campaña Escolar,Escolar,Marzo,2025,0,0,0.392646,No compró,No comprará,Verdadero negativo
9543,Cyber Wow Abril,Digital,Abril,2025,0,0,0.156376,No compró,No comprará,Verdadero negativo
9543,Cyber Wow Julio,Digital,Julio,2025,0,0,0.24829,No compró,No comprará,Verdadero negativo
9543,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.144487,No compró,No comprará,Verdadero negativo
9543,Día de la Madre,Familiar,Mayo,2025,0,0,0.323818,No compró,No comprará,Verdadero negativo
9543,Día del Padre,Familiar,Junio,2025,0,0,0.225509,No compró,No comprará,Verdadero negativo
9543,Fiestas Patrias,Festiva,Julio,2025,0,0,0.419329,No compró,No comprará,Verdadero negativo
9543,Navidad,Festiva,Diciembre,2025,0,1,0.680447,No compró,Comprará,Falso positivo
9544,Black Friday,Digital,Noviembre,2025,0,0,0.332576,No compró,No comprará,Verdadero negativo
9544,Campaña Escolar,Escolar,Febrero,2025,0,0,0.315103,No compró,No comprará,Verdadero negativo
9544,Campaña Escolar,Escolar,Marzo,2025,0,0,0.402699,No compró,No comprará,Verdadero negativo
9544,Cyber Wow Abril,Digital,Abril,2025,1,0,0.172058,Compró,No comprará,Falso negativo
9544,Cyber Wow Julio,Digital,Julio,2025,0,0,0.222946,No compró,No comprará,Verdadero negativo
9544,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.224427,No compró,No comprará,Verdadero negativo
9544,Día de la Madre,Familiar,Mayo,2025,0,0,0.291647,No compró,No comprará,Verdadero negativo
9544,Día del Padre,Familiar,Junio,2025,0,0,0.328296,No compró,No comprará,Verdadero negativo
9544,Fiestas Patrias,Festiva,Julio,2025,0,0,0.45551,No compró,No comprará,Verdadero negativo
9544,Navidad,Festiva,Diciembre,2025,1,1,0.673269,Compró,Comprará,Verdadero positivo
9545,Black Friday,Digital,Noviembre,2025,0,0,0.31911,No compró,No comprará,Verdadero negativo
9545,Campaña Escolar,Escolar,Febrero,2025,0,0,0.279603,No compró,No comprará,Verdadero negativo
9545,Campaña Escolar,Escolar,Marzo,2025,0,0,0.383949,No compró,No comprará,Verdadero negativo
9545,Cyber Wow Abril,Digital,Abril,2025,0,0,0.142545,No compró,No comprará,Verdadero negativo
9545,Cyber Wow Julio,Digital,Julio,2025,0,0,0.367595,No compró,No comprará,Verdadero negativo
9545,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.160512,No compró,No comprará,Verdadero negativo
9545,Día de la Madre,Familiar,Mayo,2025,0,0,0.345626,No compró,No comprará,Verdadero negativo
9545,Día del Padre,Familiar,Junio,2025,0,0,0.196914,No compró,No comprará,Verdadero negativo
9545,Fiestas Patrias,Festiva,Julio,2025,0,0,0.46936,No compró,No comprará,Verdadero negativo
9545,Navidad,Festiva,Diciembre,2025,1,1,0.765324,Compró,Comprará,Verdadero positivo
9546,Black Friday,Digital,Noviembre,2025,0,0,0.483612,No compró,No comprará,Verdadero negativo
9546,Campaña Escolar,Escolar,Febrero,2025,0,0,0.384206,No compró,No comprará,Verdadero negativo
9546,Campaña Escolar,Escolar,Marzo,2025,0,0,0.407182,No compró,No comprará,Verdadero negativo
9546,Cyber Wow Abril,Digital,Abril,2025,0,0,0.162535,No compró,No comprará,Verdadero negativo
9546,Cyber Wow Julio,Digital,Julio,2025,0,0,0.183827,No compró,No comprará,Verdadero negativo
9546,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.283735,No compró,No comprará,Verdadero negativo
9546,Día de la Madre,Familiar,Mayo,2025,0,0,0.359385,No compró,No comprará,Verdadero negativo
9546,Día del Padre,Familiar,Junio,2025,0,0,0.299292,No compró,No comprará,Verdadero negativo
9546,Fiestas Patrias,Festiva,Julio,2025,0,0,0.409369,No compró,No comprará,Verdadero negativo
9546,Navidad,Festiva,Diciembre,2025,1,1,0.727459,Compró,Comprará,Verdadero positivo
9547,Black Friday,Digital,Noviembre,2025,0,0,0.26552,No compró,No comprará,Verdadero negativo
9547,Campaña Escolar,Escolar,Febrero,2025,0,0,0.379447,No compró,No comprará,Verdadero negativo
9547,Campaña Escolar,Escolar,Marzo,2025,0,0,0.450509,No compró,No comprará,Verdadero negativo
9547,Cyber Wow Abril,Digital,Abril,2025,0,0,0.191793,No compró,No comprará,Verdadero negativo
9547,Cyber Wow Julio,Digital,Julio,2025,0,0,0.241812,No compró,No comprará,Verdadero negativo
9547,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.191046,No compró,No comprará,Verdadero negativo
9547,Día de la Madre,Familiar,Mayo,2025,0,0,0.304098,No compró,No comprará,Verdadero negativo
9547,Día del Padre,Familiar,Junio,2025,0,0,0.240061,No compró,No comprará,Verdadero negativo
9547,Fiestas Patrias,Festiva,Julio,2025,0,0,0.419408,No compró,No comprará,Verdadero negativo
9547,Navidad,Festiva,Diciembre,2025,1,1,0.683785,Compró,Comprará,Verdadero positivo
9548,Black Friday,Digital,Noviembre,2025,0,0,0.394949,No compró,No comprará,Verdadero negativo
9548,Campaña Escolar,Escolar,Febrero,2025,0,0,0.361518,No compró,No comprará,Verdadero negativo
9548,Campaña Escolar,Escolar,Marzo,2025,0,0,0.456283,No compró,No comprará,Verdadero negativo
9548,Cyber Wow Abril,Digital,Abril,2025,1,0,0.218289,Compró,No comprará,Falso negativo
9548,Cyber Wow Julio,Digital,Julio,2025,1,0,0.301827,Compró,No comprará,Falso negativo
9548,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.244783,No compró,No comprará,Verdadero negativo
9548,Día de la Madre,Familiar,Mayo,2025,0,0,0.34453,No compró,No comprará,Verdadero negativo
9548,Día del Padre,Familiar,Junio,2025,0,0,0.281293,No compró,No comprará,Verdadero negativo
9548,Fiestas Patrias,Festiva,Julio,2025,1,0,0.462741,Compró,No comprará,Falso negativo
9548,Navidad,Festiva,Diciembre,2025,0,1,0.785797,No compró,Comprará,Falso positivo
9549,Black Friday,Digital,Noviembre,2025,0,0,0.270153,No compró,No comprará,Verdadero negativo
9549,Campaña Escolar,Escolar,Febrero,2025,0,0,0.269484,No compró,No comprará,Verdadero negativo
9549,Campaña Escolar,Escolar,Marzo,2025,0,0,0.282901,No compró,No comprará,Verdadero negativo
9549,Cyber Wow Abril,Digital,Abril,2025,0,0,0.136721,No compró,No comprará,Verdadero negativo
9549,Cyber Wow Julio,Digital,Julio,2025,0,0,0.193604,No compró,No comprará,Verdadero negativo
9549,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.153099,No compró,No comprará,Verdadero negativo
9549,Día de la Madre,Familiar,Mayo,2025,0,0,0.187187,No compró,No comprará,Verdadero negativo
9549,Día del Padre,Familiar,Junio,2025,0,0,0.211469,No compró,No comprará,Verdadero negativo
9549,Fiestas Patrias,Festiva,Julio,2025,0,0,0.36665,No compró,No comprará,Verdadero negativo
9549,Navidad,Festiva,Diciembre,2025,0,1,0.604797,No compró,Comprará,Falso positivo
9550,Black Friday,Digital,Noviembre,2025,1,0,0.349645,Compró,No comprará,Falso negativo
9550,Campaña Escolar,Escolar,Febrero,2025,1,0,0.318412,Compró,No comprará,Falso negativo
9550,Campaña Escolar,Escolar,Marzo,2025,0,0,0.398273,No compró,No comprará,Verdadero negativo
9550,Cyber Wow Abril,Digital,Abril,2025,0,0,0.220204,No compró,No comprará,Verdadero negativo
9550,Cyber Wow Julio,Digital,Julio,2025,1,0,0.265051,Compró,No comprará,Falso negativo
9550,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.265207,No compró,No comprará,Verdadero negativo
9550,Día de la Madre,Familiar,Mayo,2025,0,0,0.344475,No compró,No comprará,Verdadero negativo
9550,Día del Padre,Familiar,Junio,2025,0,0,0.272293,No compró,No comprará,Verdadero negativo
9550,Fiestas Patrias,Festiva,Julio,2025,0,0,0.492251,No compró,No comprará,Verdadero negativo
9550,Navidad,Festiva,Diciembre,2025,1,1,0.687224,Compró,Comprará,Verdadero positivo
9551,Black Friday,Digital,Noviembre,2025,1,0,0.302646,Compró,No comprará,Falso negativo
9551,Campaña Escolar,Escolar,Febrero,2025,1,0,0.307715,Compró,No comprará,Falso negativo
9551,Campaña Escolar,Escolar,Marzo,2025,1,0,0.41584,Compró,No comprará,Falso negativo
9551,Cyber Wow Abril,Digital,Abril,2025,0,0,0.182892,No compró,No comprará,Verdadero negativo
9551,Cyber Wow Julio,Digital,Julio,2025,0,0,0.195767,No compró,No comprará,Verdadero negativo
9551,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.181793,No compró,No comprará,Verdadero negativo
9551,Día de la Madre,Familiar,Mayo,2025,0,0,0.302694,No compró,No comprará,Verdadero negativo
9551,Día del Padre,Familiar,Junio,2025,0,0,0.274427,No compró,No comprará,Verdadero negativo
9551,Fiestas Patrias,Festiva,Julio,2025,0,0,0.43918,No compró,No comprará,Verdadero negativo
9551,Navidad,Festiva,Diciembre,2025,1,1,0.703844,Compró,Comprará,Verdadero positivo
9552,Black Friday,Digital,Noviembre,2025,0,0,0.370287,No compró,No comprará,Verdadero negativo
9552,Campaña Escolar,Escolar,Febrero,2025,0,0,0.409454,No compró,No comprará,Verdadero negativo
9552,Campaña Escolar,Escolar,Marzo,2025,0,0,0.482856,No compró,No comprará,Verdadero negativo
9552,Cyber Wow Abril,Digital,Abril,2025,0,0,0.215475,No compró,No comprará,Verdadero negativo
9552,Cyber Wow Julio,Digital,Julio,2025,0,0,0.336341,No compró,No comprará,Verdadero negativo
9552,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.279499,No compró,No comprará,Verdadero negativo
9552,Día de la Madre,Familiar,Mayo,2025,0,0,0.330178,No compró,No comprará,Verdadero negativo
9552,Día del Padre,Familiar,Junio,2025,1,0,0.270945,Compró,No comprará,Falso negativo
9552,Fiestas Patrias,Festiva,Julio,2025,0,1,0.515373,No compró,Comprará,Falso positivo
9552,Navidad,Festiva,Diciembre,2025,0,1,0.803288,No compró,Comprará,Falso positivo
9553,Black Friday,Digital,Noviembre,2025,0,0,0.19167,No compró,No comprará,Verdadero negativo
9553,Campaña Escolar,Escolar,Febrero,2025,0,0,0.293765,No compró,No comprará,Verdadero negativo
9553,Campaña Escolar,Escolar,Marzo,2025,0,0,0.308103,No compró,No comprará,Verdadero negativo
9553,Cyber Wow Abril,Digital,Abril,2025,0,0,0.128237,No compró,No comprará,Verdadero negativo
9553,Cyber Wow Julio,Digital,Julio,2025,0,0,0.151736,No compró,No comprará,Verdadero negativo
9553,Cyber Wow Noviembre,Digital,Noviembre,2025,0,0,0.137354,No compró,No comprará,Verdadero negativo
9553,Día de la Madre,Familiar,Mayo,2025,0,0,0.184851,No compró,No comprará,Verdadero negativo
9553,Día del Padre,Familiar,Junio,2025,0,0,0.180115,No compró,No comprará,Verdadero negativo
9553,Fiestas Patrias,Festiva,Julio,2025,0,0,0.345649,No compró,No comprará,Verdadero negativo
9553,Navidad,Festiva,Diciembre,2025,0,1,0.570392,No compró,Comprará,Falso positivo
9554,Black Friday,Digital,Noviembre,2025,0,0,0.392734,No compró,No comprará,Verdadero negativo
9554,Campaña Escolar,Escolar,Febrero,2025,0,0,0.378061,No compró,No comprará,Verdadero negativo
9554,Campaña Escolar,Escolar,Marzo,2025,0,0,0.453425,No compró,No comprará,Verdadero negativo
