id_ticket,fecha,id_cliente,id_tienda,canal,metodo_pago,campaña,es_campaña,tipo_campaña,cantidad_lineas,unidades_totales,monto_ticket,descuento_promedio_ticket,margen_ticket
T061370,2023-12-10,3598,9,Tienda,Plin,Navidad,1,Festiva,1,8,5394.33,0.12,929.13
T061371,2023-11-27,6258,12,Web,Tarjeta Crédito,Black Friday,1,Digital,1,6,1843.8,0.1818,384.96
T061372,2025-11-03,5242,9,Tienda,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,4,4,1423.27,0.1322,256.97
T061373,2025-03-17,121,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,2,5,811.28,0.0716,151.19
T061374,2025-11-25,3189,1,Tienda,Yape,Black Friday,1,Digital,5,8,8666.23,0.1778,1342.16
T061375,2023-04-07,10399,9,Tienda,Yape,Normal,0,Regular,3,6,391.69,0.0399,115.09
T061376,2023-08-08,9746,12,Web,Tarjeta Débito,Normal,0,Regular,3,10,360.59,0.0649,81.71
T061377,2024-07-07,3361,3,Tienda,Plin,Fiestas Patrias,1,Festiva,1,1,461.24,0.0702,134.88
T061378,2024-08-19,5629,12,Web,Tarjeta Débito,Normal,0,Regular,2,15,4293.97,0.0458,1300.87
T061379,2024-07-16,2987,7,Tienda,Tarjeta Débito,Cyber Wow Julio,1,Digital,4,13,7077.84,0.1235,1613.8
T061380,2025-12-08,4435,6,Tienda,Tarjeta Crédito,Navidad,1,Festiva,3,11,5257.75,0.2363,358.33
T061381,2024-04-27,1569,12,Web,Tarjeta Débito,Normal,0,Regular,1,6,1196.75,0.104,269.87
T061382,2023-06-19,3491,12,Web,Tarjeta Débito,Día del Padre,1,Familiar,3,5,2740.82,0.1022,498.02
T061383,2025-07-22,6350,5,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,3,19,332.94,0.0769,74.56
T061384,2024-05-07,14878,7,Tienda,Efectivo,Día de la Madre,1,Familiar,2,3,306.85,0.0604,95.4
T061385,2024-11-04,6108,12,Web,Tarjeta Débito,Cyber Wow Noviembre,1,Digital,3,5,3041.62,0.1904,-39.94
T061386,2023-10-18,3519,12,Web,Yape,Normal,0,Regular,1,2,153.42,0.1191,46.2
T061387,2025-12-03,12495,7,Tienda,Efectivo,Navidad,1,Festiva,2,8,11865.9,0.2268,446.34
T061388,2025-08-18,2159,3,Tienda,Tarjeta Crédito,Normal,0,Regular,2,6,202.33,0.0187,73.3
T061389,2025-11-20,3464,12,Web,Tarjeta Débito,Normal,0,Regular,5,13,1420.37,0.0626,387.17
T061390,2025-12-17,9560,12,App,Transferencia,Navidad,1,Festiva,1,1,1040.16,0.0917,160.45
T061391,2025-08-25,1037,2,Tienda,Efectivo,Normal,0,Regular,2,10,443.92,0.0207,156.28
T061392,2025-02-04,354,9,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,3,11,2624.93,0.0674,666.79
T061393,2025-06-28,13562,12,Web,Yape,Normal,0,Regular,3,13,2016.27,0.0892,547.95
T061394,2025-10-26,200,12,Web,Tarjeta Crédito,Normal,0,Regular,3,5,3479.44,0.084,792.08
T061395,2025-07-11,9481,2,Tienda,Plin,Fiestas Patrias,1,Festiva,2,12,153.85,0.0604,35.89
T061396,2024-04-12,1339,12,Web,Tarjeta Crédito,Normal,0,Regular,3,5,1638.34,0.0434,492.84
T061397,2023-04-25,10029,12,Web,Tarjeta Débito,Normal,0,Regular,4,14,13187.81,0.0704,2114.62
T061398,2025-12-20,3478,2,Tienda,Tarjeta Débito,Navidad,1,Festiva,4,7,3447.92,0.1036,359.49
T061399,2025-04-09,5581,5,Tienda,Tarjeta Débito,Normal,0,Regular,4,5,1141.39,0.0923,283.48
T061400,2025-11-28,3133,12,App,Yape,Black Friday,1,Digital,4,9,6075.6,0.2081,927.83
T061401,2024-05-03,8189,1,Tienda,Yape,Día de la Madre,1,Familiar,2,6,541.05,0.0774,125.51
T061402,2024-11-17,5859,12,Web,Tarjeta Crédito,Normal,0,Regular,2,2,463.28,0.052,88.7
T061403,2025-02-25,7974,4,Tienda,Yape,Campaña Escolar,1,Escolar,1,1,223.42,0.0632,35.89
T061404,2024-12-30,9367,6,Tienda,Tarjeta Crédito,Navidad,1,Festiva,1,1,1276.23,0.1517,112.73
T061405,2025-08-06,8619,11,Tienda,Tarjeta Crédito,Normal,0,Regular,4,6,5720.2,0.0552,1556.77
T061406,2025-02-13,6512,3,Tienda,Efectivo,Campaña Escolar,1,Escolar,1,3,2366.89,0.0525,705.46
T061407,2025-03-30,8047,10,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,2,3,1486.65,0.0541,400.69
T061408,2024-02-25,1223,1,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,2,3,3541.75,0.0779,829.24
T061409,2024-12-25,12493,12,App,Tarjeta Débito,Navidad,1,Festiva,1,2,5134.97,0.1349,1116.51
T061410,2025-08-12,607,12,Web,Tarjeta Débito,Normal,0,Regular,1,1,1144.2,0.1014,209.23
T061411,2024-12-02,3093,12,Web,Tarjeta Crédito,Navidad,1,Festiva,2,3,2443.18,0.1252,616.71
T061412,2024-11-08,12195,12,App,,Normal,0,Regular,2,2,1787.44,0.0772,512.45
T061413,2025-06-18,7347,10,Tienda,Efectivo,Normal,0,Regular,4,7,1319.53,0.0418,431.52
T061414,2023-05-16,3461,11,Tienda,Tarjeta Débito,Día de la Madre,1,Familiar,1,1,911.34,0.1386,167.23
T061415,2025-07-20,3647,2,Tienda,Efectivo,Fiestas Patrias,1,Festiva,2,5,1021.51,0.073,247.5
T061416,2025-07-08,13490,2,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,3,11,700.25,0.0774,115.72
T061417,2024-11-04,7628,4,Tienda,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,1,1,364.16,0.1378,91.94
T061418,2023-07-30,12134,12,Web,Tarjeta Débito,Fiestas Patrias,1,Festiva,1,2,536.41,0.2057,39.15
T061419,2025-06-18,8059,3,Tienda,Yape,Normal,0,Regular,1,4,7087.59,0.0452,1851.03
T061420,2024-09-22,1858,5,Tienda,Efectivo,Normal,0,Regular,4,11,2435.07,0.056,457.91
T061421,2023-04-03,2789,2,Tienda,Yape,Normal,0,Regular,3,4,3946.53,0.0611,835.43
T061422,2024-05-22,9367,7,Tienda,Tarjeta Débito,Normal,0,Regular,3,12,13629.49,0.0434,2842.63
T061423,2025-12-14,3130,3,Tienda,Tarjeta Crédito,Navidad,1,Festiva,1,4,1464.05,0.0835,495.25
T061424,2023-02-20,3146,2,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,1,4,1188.82,0.0804,226.58
T061425,2024-12-19,2158,12,Web,Tarjeta Crédito,Navidad,1,Festiva,4,7,6173.12,0.102,1267.68
T061426,2024-08-08,6416,12,App,Plin,Normal,0,Regular,5,20,422.6,0.0622,97.17
T061427,2023-03-04,4753,2,Tienda,Yape,Campaña Escolar,1,Escolar,4,14,1314.25,0.0491,257.06
T061428,2023-07-02,2162,11,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,3,8,279.91,0.1077,75.3
T061429,2024-12-26,8576,12,App,Tarjeta Crédito,Navidad,1,Festiva,4,17,2182.89,0.1284,307.15
T061430,2024-09-22,8706,6,Tienda,Tarjeta Crédito,Normal,0,Regular,1,4,8.93,0.0078,1.93
T061431,2025-01-27,2672,7,Tienda,Efectivo,Normal,0,Regular,1,2,320.69,0.0096,106.11
T061432,2025-12-04,11863,7,Tienda,Tarjeta Débito,Navidad,1,Festiva,2,7,795.68,0.1734,76.53
T061433,2024-07-12,5554,12,App,Tarjeta Crédito,Fiestas Patrias,1,Festiva,2,7,2709.88,0.1214,495.14
T061434,2023-12-08,10729,12,Web,Tarjeta Débito,Navidad,1,Festiva,1,2,2127.63,0.1668,45.83
T061435,2023-04-20,920,12,App,Yape,Cyber Wow Abril,1,Digital,1,1,43.65,0.215,4.06
T061436,2024-06-24,5406,12,Web,Yape,Normal,0,Regular,4,7,1797.84,0.067,442.75
T061437,2023-11-03,9317,12,App,Tarjeta Débito,Cyber Wow Noviembre,1,Digital,2,10,803.25,0.1921,188.17
T061438,2025-10-08,5035,12,Web,Tarjeta Crédito,Normal,0,Regular,1,2,23.36,0.0731,3.26
T061439,2025-01-18,661,12,Web,Tarjeta Débito,Normal,0,Regular,3,5,1743.69,0.0653,418.23
T061440,2025-06-15,976,2,Tienda,Yape,Día del Padre,1,Familiar,2,2,399.83,0.0683,78.58
T061441,2025-07-10,11797,12,Web,Tarjeta Débito,Fiestas Patrias,1,Festiva,1,1,2786.92,0.1143,444.74
T061442,2023-12-17,1261,12,Web,Tarjeta Crédito,Navidad,1,Festiva,5,10,11414.83,0.1141,2990.76
T061443,2025-06-06,6744,9,Tienda,Efectivo,Día del Padre,1,Familiar,2,3,673.09,0.0814,252.87
T061444,2024-02-12,8768,12,App,Plin,Campaña Escolar,1,Escolar,5,21,7385.09,0.13,1027.63
T061445,2025-05-27,460,12,App,Tarjeta Débito,Normal,0,Regular,2,2,461.13,0.0646,97.97
T061446,2024-12-16,4434,3,Tienda,Yape,Navidad,1,Festiva,1,2,1397.22,0.1017,310.72
T061447,2023-12-03,12316,12,Web,Yape,Navidad,1,Festiva,1,2,1930.99,0.1066,575.17
T061448,2025-10-05,11659,12,App,Plin,Normal,0,Regular,1,3,32.05,0.1329,4.6
T061449,2024-10-01,14472,10,Tienda,Plin,Normal,0,Regular,1,3,259.75,0.0505,40.33
T061450,2025-12-02,7495,12,App,Tarjeta Débito,Navidad,1,Festiva,3,7,1651.22,0.1384,227.23
T061451,2024-12-23,5275,3,Tienda,Tarjeta Débito,Navidad,1,Festiva,6,20,1147.81,0.1001,260.54
T061452,2025-04-04,4550,7,Tienda,Tarjeta Débito,Normal,0,Regular,1,1,8.15,0.1659,0.83
T061453,2024-09-04,7549,12,Web,Plin,Normal,0,Regular,2,4,92.29,0.043,28.29
T061454,2024-11-28,14804,2,Tienda,Plin,Black Friday,1,Digital,1,1,1077.44,0.1656,82.27
T061455,2023-04-23,14095,12,Web,Tarjeta Crédito,Cyber Wow Abril,1,Digital,2,10,13005.87,0.2077,1176.57
T061456,2025-05-18,212,12,Web,Tarjeta Crédito,Normal,0,Regular,3,6,445.11,0.0817,97.72
T061457,2025-03-30,7375,12,App,Yape,Campaña Escolar,1,Escolar,1,7,6491.88,0.0762,1555.41
T061458,2025-05-09,4617,12,App,Tarjeta Crédito,Día de la Madre,1,Familiar,5,14,6953.26,0.1111,1296.91
T061459,2025-07-09,2771,6,Tienda,Efectivo,Fiestas Patrias,1,Festiva,3,7,143.07,0.1515,21.1
T061460,2023-04-01,13349,3,Tienda,Efectivo,Normal,0,Regular,1,7,1559.48,0.0277,491.98
T061461,2024-12-28,7364,2,Tienda,Tarjeta Crédito,Navidad,1,Festiva,4,20,4173.87,0.1031,933.27
T061462,2025-05-30,7928,12,App,Tarjeta Crédito,Normal,0,Regular,3,7,4942.19,0.0556,1439.13
T061463,2023-12-14,12763,3,Tienda,Efectivo,Navidad,1,Festiva,3,10,2009.41,0.0945,582.52
T061464,2024-09-08,9929,7,Tienda,Tarjeta Crédito,Normal,0,Regular,2,4,1966.83,0.0707,585.41
T061465,2025-04-08,5569,6,Tienda,Tarjeta Crédito,Normal,0,Regular,2,2,60.08,0.1735,11.94
T061466,2024-05-10,28,12,Web,Tarjeta Débito,Día de la Madre,1,Familiar,1,1,682.01,0.1174,199.63
T061467,2024-12-08,305,4,Tienda,Tarjeta Crédito,Navidad,1,Festiva,1,11,34178.54,0.1773,2549.25
T061468,2025-01-07,8614,6,Tienda,Yape,Normal,0,Regular,1,8,136.48,0.1327,20.0
T061469,2024-10-28,13435,1,Tienda,Tarjeta Débito,Normal,0,Regular,2,8,5315.27,0.0937,1010.07
T061470,2023-06-06,4017,6,Tienda,Tarjeta Débito,Normal,0,Regular,3,6,1885.1,0.0693,579.88
T061471,2023-12-31,6620,12,App,Yape,Navidad,1,Festiva,4,11,8907.69,0.1323,1196.91
T061472,2025-11-26,10356,12,App,Tarjeta Crédito,Black Friday,1,Digital,3,6,2784.29,0.2189,384.97
T061473,2023-06-01,128,6,Tienda,Efectivo,Normal,0,Regular,2,4,92.38,0.0638,22.2
T061474,2024-09-07,6601,12,Web,Yape,Normal,0,Regular,1,1,14.33,0.0291,2.46
T061475,2024-05-02,883,7,Tienda,Yape,Día de la Madre,1,Familiar,4,9,4066.33,0.0754,745.21
T061476,2024-12-15,9512,5,Tienda,Plin,Navidad,1,Festiva,3,12,5162.3,0.0879,1424.43
T061477,2024-11-22,3399,12,Web,Yape,Normal,0,Regular,2,7,639.09,0.0542,172.48
T061478,2023-06-09,3651,12,App,Tarjeta Crédito,Día del Padre,1,Familiar,4,6,3071.46,0.11,640.18
T061479,2025-04-19,2418,3,Tienda,Plin,Normal,0,Regular,3,4,364.32,0.0436,128.75
T061480,2024-03-19,12672,10,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,3,4219.11,0.0618,1091.32
T061481,2025-11-16,14608,12,Web,Yape,Normal,0,Regular,3,4,4600.34,0.0831,1279.49
T061482,2023-05-08,14485,12,Web,Tarjeta Débito,Día de la Madre,1,Familiar,3,10,299.51,0.1218,53.86
T061483,2023-10-01,6776,12,App,Yape,Normal,0,Regular,1,7,82.46,0.0629,25.76
T061484,2023-07-31,10600,1,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,1,8,192.57,0.0749,57.13
T061485,2023-05-20,4845,12,Web,Tarjeta Crédito,Normal,0,Regular,2,5,10.8,0.0789,2.83
T061486,2023-03-12,2079,1,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,6,15,2696.44,0.0662,617.72
T061487,2023-03-18,10112,1,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,3,11,8509.45,0.0943,2298.6
T061488,2023-10-04,2183,12,Web,Tarjeta Débito,Normal,0,Regular,2,7,199.68,0.0668,48.62
T061489,2023-12-18,12767,5,Tienda,Tarjeta Débito,Navidad,1,Festiva,2,9,12073.1,0.101,2254.22
T061490,2024-08-15,5273,4,Tienda,Efectivo,Normal,0,Regular,1,1,1141.37,0.0706,300.43
T061491,2024-08-19,14963,12,Web,Tarjeta Débito,Normal,0,Regular,3,7,165.67,0.0441,39.1
T061492,2024-03-19,6491,12,Web,Yape,Campaña Escolar,1,Escolar,2,3,1535.44,0.0884,268.53
T061493,2023-12-30,7348,9,Tienda,Plin,Navidad,1,Festiva,2,12,6397.79,0.0891,1649.27
T061494,2025-06-10,5483,12,Web,Transferencia,Día del Padre,1,Familiar,1,1,762.29,0.0766,243.85
T061495,2025-06-24,7963,12,Web,Transferencia,Normal,0,Regular,1,4,19.37,0.0507,5.13
T061496,2025-03-18,3424,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,2,3,834.75,0.1026,202.85
T061497,2023-03-20,12984,1,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,1,1,432.78,0.0554,65.92
T061498,2024-11-03,1901,1,Tienda,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,1,1,1440.43,0.1629,382.91
T061499,2024-01-18,4582,12,Web,Tarjeta Débito,Normal,0,Regular,1,1,52.87,0.024,20.11
T061500,2025-04-24,3081,2,Tienda,Tarjeta Débito,Normal,0,Regular,1,5,1534.39,0.0913,331.59
T061501,2023-11-02,6705,12,Web,Tarjeta Débito,Cyber Wow Noviembre,1,Digital,4,9,7879.67,0.1929,528.35
T061502,2024-04-20,10085,12,App,Yape,Cyber Wow Abril,1,Digital,4,11,8897.79,0.225,1073.87
T061503,2023-07-28,4413,12,Web,Tarjeta Crédito,Fiestas Patrias,1,Festiva,1,1,29.06,0.0845,7.14
T061504,2023-09-07,3286,12,Web,Plin,Normal,0,Regular,2,6,222.16,0.0902,55.28
T061505,2025-01-01,14541,3,Tienda,Tarjeta Crédito,Normal,0,Regular,1,1,38.63,0.0161,7.73
T061506,2023-12-25,12719,3,Tienda,Tarjeta Crédito,Navidad,1,Festiva,3,6,3009.94,0.1177,799.32
T061507,2025-07-16,2905,12,Web,Tarjeta Débito,Cyber Wow Julio,1,Digital,1,6,2543.19,0.1925,389.07
T061508,2023-02-02,9886,1,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,3,8,2737.4,0.0635,475.79
T061509,2024-12-01,10523,5,Tienda,Tarjeta Crédito,Navidad,1,Festiva,1,4,657.56,0.1102,98.84
T061510,2023-11-30,12279,12,Web,Tarjeta Crédito,Black Friday,1,Digital,2,9,191.23,0.1791,31.5
T061511,2023-03-03,5511,3,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,1,1,1200.85,0.0658,311.17
T061512,2025-11-28,5923,12,Web,Tarjeta Débito,Black Friday,1,Digital,2,2,3187.72,0.2216,-37.33
T061513,2024-11-29,1840,10,Tienda,Tarjeta Débito,Black Friday,1,Digital,4,12,4534.55,0.1599,695.07
T061514,2023-01-13,1815,10,Tienda,Efectivo,Normal,0,Regular,1,2,79.67,0.0589,19.69
T061515,2023-01-31,5492,9,Tienda,Tarjeta Débito,Normal,0,Regular,1,2,72.31,0.0617,27.45
T061516,2024-03-24,13288,12,Web,Yape,Campaña Escolar,1,Escolar,2,4,4421.65,0.0808,731.54
T061517,2024-03-20,14568,12,App,Yape,Campaña Escolar,1,Escolar,2,4,6697.08,0.1071,467.92
T061518,2023-06-25,13616,3,Tienda,Tarjeta Débito,Normal,0,Regular,1,3,147.51,0.0355,47.94
T061519,2025-07-24,3302,6,Tienda,Plin,Fiestas Patrias,1,Festiva,6,19,1331.63,0.1636,125.22
T061520,2024-09-29,1151,12,App,Plin,Normal,0,Regular,4,12,389.67,0.0939,95.6
T061521,2024-02-06,11571,5,Tienda,Yape,Campaña Escolar,1,Escolar,5,18,5789.44,0.0768,1422.11
T061522,2025-05-23,14354,12,Web,Transferencia,Normal,0,Regular,5,26,1126.11,0.0468,306.53
T061523,2025-12-27,1098,11,Tienda,Efectivo,Navidad,1,Festiva,3,4,685.47,0.0962,48.88
T061524,2023-07-13,10702,12,Web,Tarjeta Débito,Cyber Wow Julio,1,Digital,4,13,10160.39,0.2041,934.27
T061525,2023-08-01,6779,12,App,Tarjeta Débito,Normal,0,Regular,3,4,1076.01,0.093,172.91
T061526,2023-06-10,2155,10,Tienda,Efectivo,Día del Padre,1,Familiar,6,15,6158.71,0.0971,1523.22
T061527,2024-01-22,4177,3,Tienda,Efectivo,Normal,0,Regular,4,14,557.5,0.0601,175.66
T061528,2025-06-11,8050,12,Web,Tarjeta Crédito,Día del Padre,1,Familiar,5,8,6411.6,0.1222,1072.92
T061529,2023-11-01,11538,12,Web,Tarjeta Débito,Normal,0,Regular,3,10,4261.61,0.0838,964.08
T061530,2024-08-19,14328,12,App,Transferencia,Normal,0,Regular,2,9,106.03,0.0702,23.1
T061531,2025-12-11,2924,12,Web,Tarjeta Débito,Navidad,1,Festiva,6,28,8066.94,0.0988,1248.97
T061532,2025-09-26,12449,1,Tienda,Tarjeta Débito,Normal,0,Regular,2,4,1202.25,0.0716,195.84
T061533,2024-07-31,1452,2,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,2,13,20767.12,0.083,6037.46
T061534,2023-07-23,3252,6,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,3,14,366.28,0.0561,93.64
T061535,2025-11-15,13194,12,App,Transferencia,Normal,0,Regular,2,4,1041.89,0.0642,192.81
T061536,2024-03-08,5936,9,Tienda,Tarjeta Crédito,Campaña Escolar,1,Escolar,2,3,3688.38,0.0975,505.57
T061537,2025-05-04,7581,12,Web,Tarjeta Débito,Día de la Madre,1,Familiar,4,10,4373.26,0.0933,1108.75
T061538,2025-10-04,1399,12,Web,Yape,Normal,0,Regular,3,4,3312.65,0.0622,858.25
T061539,2024-01-17,2842,2,Tienda,Efectivo,Normal,0,Regular,5,10,2131.78,0.0487,455.05
T061540,2025-06-11,3677,12,Web,Tarjeta Débito,Día del Padre,1,Familiar,1,2,1063.66,0.0648,375.36
T061541,2023-09-11,9081,12,App,Yape,Normal,0,Regular,3,5,454.75,0.0793,142.69
T061542,2025-12-25,85,12,Web,Tarjeta Crédito,Navidad,1,Festiva,2,3,1053.48,0.0993,215.52
T061543,2025-12-17,9763,12,Web,Tarjeta Débito,Navidad,1,Festiva,4,23,27765.0,0.1002,4241.2
T061544,2024-12-21,11246,2,Tienda,Tarjeta Débito,Navidad,1,Festiva,2,10,9267.92,0.1023,1959.02
T061545,2024-02-16,3605,11,Tienda,Yape,Campaña Escolar,1,Escolar,1,2,348.58,0.1235,48.38
T061546,2025-08-10,4051,3,Tienda,Plin,Normal,0,Regular,2,2,1645.71,0.0594,292.24
T061547,2024-01-28,8589,12,Web,Yape,Normal,0,Regular,3,6,1037.93,0.0708,200.71
T061548,2024-09-12,4224,12,Web,Transferencia,Normal,0,Regular,3,10,1678.82,0.0484,364.92
T061549,2024-04-02,8011,12,App,Tarjeta Crédito,Normal,0,Regular,3,11,344.96,0.0697,110.86
T061550,2024-06-10,14628,3,Tienda,Efectivo,Día del Padre,1,Familiar,4,11,2745.83,0.0773,629.61
T061551,2025-03-14,12814,5,Tienda,Plin,Campaña Escolar,1,Escolar,3,8,2259.84,0.0664,627.31
T061552,2025-11-29,14485,12,App,Tarjeta Crédito,Black Friday,1,Digital,2,4,111.89,0.2122,24.69
T061553,2023-02-12,2902,12,Web,Tarjeta Débito,Campaña Escolar,1,Escolar,4,12,3654.02,0.073,977.1
T061554,2025-07-20,187,5,Tienda,Tarjeta Débito,Fiestas Patrias,1,Festiva,1,3,75.06,0.0566,14.55
T061555,2023-05-25,9060,2,Tienda,Plin,Normal,0,Regular,2,2,4836.07,0.0532,1373.16
T061556,2024-05-27,4964,2,Tienda,Efectivo,Normal,0,Regular,6,12,2306.08,0.0548,454.85
T061557,2024-10-24,3489,12,Web,Tarjeta Débito,Normal,0,Regular,1,1,9.26,0.0452,2.79
T061558,2025-11-24,2616,12,Web,Tarjeta Crédito,Black Friday,1,Digital,1,4,1475.28,0.18,228.52
T061559,2025-09-21,14774,5,Tienda,Efectivo,Normal,0,Regular,3,5,568.83,0.0328,128.73
T061560,2025-03-29,5213,11,Tienda,Tarjeta Débito,Campaña Escolar,1,Escolar,4,6,3603.48,0.0883,674.72
T061561,2024-07-03,8962,2,Tienda,Efectivo,Fiestas Patrias,1,Festiva,2,9,6302.27,0.0934,1661.57
T061562,2025-09-27,814,7,Tienda,Efectivo,Normal,0,Regular,3,4,2347.85,0.1384,225.72
T061563,2023-11-03,13184,12,Web,Tarjeta Crédito,Cyber Wow Noviembre,1,Digital,1,1,1262.99,0.1972,151.36
T061564,2025-01-10,13839,12,Web,Plin,Normal,0,Regular,6,14,6081.37,0.0796,1551.53
T061565,2023-04-28,10364,8,Tienda,Tarjeta Crédito,Normal,0,Regular,1,1,21.99,0.0415,4.72
T061566,2024-02-20,6089,12,Web,,Campaña Escolar,1,Escolar,2,4,1156.65,0.1114,294.89
T061567,2023-11-30,14913,12,Web,Tarjeta Crédito,Black Friday,1,Digital,4,21,12039.59,0.2007,2100.47
T061568,2025-06-22,11303,9,Tienda,Tarjeta Crédito,Normal,0,Regular,3,16,4361.31,0.0735,1041.96
T061569,2024-06-11,11535,12,App,Yape,Día del Padre,1,Familiar,3,6,4233.05,0.1092,617.59
T061570,2024-02-08,9209,12,Web,Tarjeta Crédito,Campaña Escolar,1,Escolar,1,1,1112.26,0.05,305.96
T061571,2025-07-16,4336,12,Web,Transferencia,Cyber Wow Julio,1,Digital,1,3,1267.45,0.1723,99.58
T061572,2023-04-30,177,9,Tienda,Tarjeta Crédito,Normal,0,Regular,1,2,204.69,0.0492,34.55
T061573,2023-05-31,10895,12,Web,Tarjeta Débito,Normal,0,Regular,2,6,773.98,0.0475,177.88
T061574,2025-10-03,1688,12,App,Yape,Normal,0,Regular,2,8,6716.7,0.0918,490.42
T061575,2025-12-04,13475,3,Tienda,Efectivo,Navidad,1,Festiva,4,13,5254.77,0.1179,1136.55
T061576,2025-07-23,13030,12,Web,Tarjeta Crédito,Fiestas Patrias,1,Festiva,5,26,2173.96,0.0917,335.4
T061577,2024-03-09,3293,6,Tienda,Yape,Campaña Escolar,1,Escolar,1,1,175.33,0.054,36.83
T061578,2024-12-05,13049,2,Tienda,Tarjeta Crédito,Navidad,1,Festiva,1,3,2717.21,0.0744,884.87
T061579,2025-06-30,6044,12,App,Tarjeta Débito,Normal,0,Regular,2,6,1199.55,0.0704,276.03
T061580,2025-12-22,14713,12,Web,Tarjeta Débito,Navidad,1,Festiva,3,12,953.49,0.1397,122.72
T061581,2025-04-05,7753,12,Web,Tarjeta Débito,Normal,0,Regular,6,16,4470.9,0.0881,927.18
T061582,2023-07-26,8560,12,App,Tarjeta Crédito,Fiestas Patrias,1,Festiva,3,6,3065.71,0.1071,525.26
T061583,2023-03-10,12663,12,App,Tarjeta Débito,Campaña Escolar,1,Escolar,6,18,9867.93,0.1205,2186.13
T061584,2023-07-05,8930,12,Web,Yape,Fiestas Patrias,1,Festiva,2,7,507.78,0.0696,111.7
T061585,2025-11-24,7486,12,Web,Transferencia,Black Friday,1,Digital,2,7,3885.74,0.1913,274.86
T061586,2023-11-24,9747,3,Tienda,Tarjeta Crédito,Black Friday,1,Digital,2,5,6427.75,0.1898,150.42
T061587,2023-07-31,6430,12,App,Tarjeta Débito,Fiestas Patrias,1,Festiva,2,9,292.05,0.1386,71.71
T061588,2025-05-14,10493,1,Tienda,Yape,Normal,0,Regular,3,5,4549.0,0.0676,778.31
T061589,2025-04-07,8933,12,App,Tarjeta Crédito,Normal,0,Regular,1,1,19.27,0.0511,5.06
T061590,2025-12-25,13154,9,Tienda,Tarjeta Crédito,Navidad,1,Festiva,3,5,13241.17,0.1049,2600.86
T061591,2024-12-13,11969,1,Tienda,Efectivo,Navidad,1,Festiva,1,1,1424.49,0.0774,356.16
T061592,2023-05-05,4171,3,Tienda,Efectivo,Día de la Madre,1,Familiar,2,4,2610.81,0.0532,418.57
T061593,2025-08-12,4279,3,Tienda,Plin,Normal,0,Regular,5,10,6400.61,0.0425,1458.23
T061594,2024-12-17,2859,12,Web,Tarjeta Crédito,Navidad,1,Festiva,4,11,4903.33,0.1357,451.03
T061595,2023-08-04,7110,3,Tienda,Efectivo,Normal,0,Regular,4,6,4886.13,0.0748,1171.5
T061596,2024-09-04,6558,12,App,Tarjeta Crédito,Normal,0,Regular,5,13,4242.97,0.088,837.78
T061597,2023-08-15,12945,10,Tienda,Tarjeta Crédito,Normal,0,Regular,3,3,99.81,0.0187,26.51
T061598,2023-11-12,5495,12,Web,Tarjeta Débito,Normal,0,Regular,3,5,432.51,0.0625,94.0
T061599,2025-12-24,6449,12,Web,Tarjeta Débito,Navidad,1,Festiva,4,10,3120.74,0.1117,693.16
T061600,2023-11-02,4459,12,App,Transferencia,Cyber Wow Noviembre,1,Digital,6,11,6709.69,0.2079,481.27
T061601,2025-03-02,3774,2,Tienda,Efectivo,Campaña Escolar,1,Escolar,2,2,659.65,0.094,183.55
T061602,2023-05-08,13612,3,Tienda,Tarjeta Crédito,Día de la Madre,1,Familiar,2,6,18372.62,0.0686,5555.86
T061603,2025-10-26,8095,7,Tienda,Efectivo,Normal,0,Regular,2,3,553.62,0.2046,25.21
T061604,2023-11-29,14104,12,App,Tarjeta Débito,Black Friday,1,Digital,2,3,2263.82,0.1795,217.5
T061605,2023-11-04,3253,1,Tienda,Efectivo,Cyber Wow Noviembre,1,Digital,2,2,6325.06,0.1493,1590.37
T061606,2025-12-08,8385,1,Tienda,Plin,Navidad,1,Festiva,4,9,4343.91,0.1072,750.94
T061607,2025-07-08,2722,12,Web,Yape,Fiestas Patrias,1,Festiva,4,13,576.33,0.1082,156.48
